	C_S27	C_S28	C_S31	C_S43	C_S48	E_S36	E_S41	E_S42	E_S49	E_S50	N_S29	N_S30	N_S37	N_S38	N_S46
ENSG00000127124	45	37	28	30	49	59	35	29	60	56	38	98	14	36	35
ENSG00000266993	0	7	0	0	5	5	5	4	2	1	6	9	0	11	1
ENSG00000223675	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000229316	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ENSG00000287406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225767	1	2	0	0	2	0	0	0	0	0	0	0	0	2	0
ENSG00000234099	0	0	0	0	0	4	1	3	8	4	0	1	0	1	1
ENSG00000137936	183	355	194	108	167	105	172	117	145	222	162	390	109	85	83
ENSG00000235308	6	0	0	0	0	0	0	3	0	0	1	2	0	0	0
ENSG00000232752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143032	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0
ENSG00000226745	0	0	0	0	2	0	5	4	1	0	0	0	0	0	0
ENSG00000280040	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000117519	1900	2169	2114	1339	1161	725	1729	971	1029	1340	1057	2032	996	693	829
ENSG00000270507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134215	52	71	35	69	35	33	65	59	74	63	34	86	15	29	25
ENSG00000227935	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0
ENSG00000228502	455	551	635	230	594	341	1097	926	1088	805	1083	622	534	264	507
ENSG00000236268	0	0	0	0	0	0	1	6	3	0	0	0	2	0	0
ENSG00000271277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279778	0	2	0	3	6	6	3	0	2	3	1	6	0	0	1
ENSG00000230828	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000188641	1641	1078	1055	924	917	332	448	887	398	544	672	1608	614	523	517
ENSG00000152078	3033	1060	2595	1453	1709	1004	1487	2072	1109	1218	990	5742	1551	3952	1254
ENSG00000233359	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237954	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000171492	476	670	493	319	222	166	238	156	233	226	159	388	180	193	129
ENSG00000233129	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000170989	331	300	230	237	209	219	203	303	165	270	168	798	112	146	173
ENSG00000233557	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
ENSG00000237897	3	6	1	7	0	1	0	1	1	1	2	5	7	0	4
ENSG00000116299	1	104	16	18	6	4	18	14	16	5	3	5	2	4	4
ENSG00000137962	717	871	679	361	522	437	495	455	357	464	365	1141	306	381	273
ENSG00000286692	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260464	0	2	1	2	2	0	7	3	8	2	6	4	0	6	0
ENSG00000237435	0	0	2	0	0	0	1	1	1	3	0	0	0	0	0
ENSG00000231996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273204	0	2	1	0	0	0	0	0	1	0	2	1	0	0	0
ENSG00000079739	4887	2677	5189	3624	2860	1358	1296	2042	2554	3060	2960	5514	2582	1370	2643
ENSG00000117154	28	37	25	5	18	15	6	3	72	26	18	15	2	12	16
ENSG00000162377	382	568	439	191	184	89	354	124	196	171	170	325	203	201	96
ENSG00000224613	0	0	0	0	0	1	1	6	1	4	4	0	0	0	0
ENSG00000215871	1	1	2	2	4	1	4	9	2	1	3	4	1	0	0
ENSG00000287372	0	0	0	0	0	0	0	6	2	1	0	0	0	0	0
ENSG00000232542	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
ENSG00000116774	201	198	186	154	221	194	109	330	372	610	296	574	91	196	182
ENSG00000287756	0	0	2	0	0	0	2	4	2	0	0	0	0	0	0
ENSG00000284652	31	38	1	1	1	1	10	6	0	3	0	0	13	16	1
ENSG00000023909	646	1240	744	264	801	396	936	447	543	592	505	1103	321	839	574
ENSG00000069702	545	443	734	262	360	278	399	535	505	380	247	607	268	601	213
ENSG00000228399	0	1	2	0	2	0	3	11	3	0	0	0	0	0	0
ENSG00000236776	0	0	2	0	0	0	2	7	5	0	0	2	0	1	0
ENSG00000224685	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000287076	0	0	0	0	4	0	1	5	2	0	2	0	0	0	0
ENSG00000237480	0	0	0	0	0	1	2	12	1	0	0	0	0	0	0
ENSG00000271252	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
ENSG00000235794	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
ENSG00000286758	2	0	0	0	3	0	1	6	4	1	0	0	0	0	1
ENSG00000237337	19	0	70	0	6	7	0	3	2	6	5	31	9	2	13
ENSG00000233983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198198	198	335	123	94	144	155	215	94	238	194	180	396	56	201	114
ENSG00000230402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116793	77	210	101	87	74	57	157	98	90	91	61	220	84	59	63
ENSG00000232918	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0
ENSG00000183298	59	99	120	22	108	25	138	156	268	98	101	39	217	35	67
ENSG00000234332	4	0	0	0	0	1	4	3	3	0	1	3	1	2	1
ENSG00000117525	41	176	44	13	94	115	122	169	344	209	93	141	8	142	49
ENSG00000225079	3	0	0	0	0	0	0	0	1	1	2	2	0	0	0
ENSG00000224238	0	4	0	0	3	7	4	8	19	10	12	4	0	5	1
ENSG00000229537	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162692	1908	395	756	373	478	289	207	1576	543	368	474	1353	404	80	302
ENSG00000203914	14	11	15	7	17	3	18	7	16	8	13	7	14	5	2
ENSG00000270457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000203858	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000231987	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000228057	15	21	11	7	7	4	30	11	5	5	22	23	10	9	9
ENSG00000224445	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
ENSG00000229842	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000229201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181656	529	322	123	55	125	83	42	150	59	62	135	702	276	81	151
ENSG00000122481	19	48	83	25	36	9	60	38	66	41	28	72	19	60	29
ENSG00000198162	1221	1116	701	602	536	420	591	420	614	466	363	1126	270	1464	278
ENSG00000171517	0	0	1	0	0	8	4	9	0	1	0	1	0	4	0
ENSG00000228852	1	4	10	1	3	3	13	18	4	2	4	10	7	15	5
ENSG00000203864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233482	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0
ENSG00000230250	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000232878	0	0	0	2	6	4	0	0	1	1	0	6	0	2	1
ENSG00000143079	135	113	95	83	53	83	237	102	99	128	89	115	39	70	45
ENSG00000232450	2	5	1	1	0	0	3	1	4	3	3	4	2	2	4
ENSG00000223575	0	3	0	0	3	0	0	2	4	3	0	0	0	3	0
ENSG00000230768	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000272715	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173947	0	1	5	0	1	4	34	28	14	12	2	1	1	5	1
ENSG00000230434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230718	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000134198	9	14	27	78	9	11	13	15	9	19	10	14	0	12	5
ENSG00000235595	5	3	0	0	1	0	1	7	3	0	2	1	1	1	3
ENSG00000226053	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279513	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000117620	410	307	466	234	372	191	349	305	189	250	184	622	220	393	191
ENSG00000223906	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000162688	2931	1482	1273	931	577	421	588	916	382	509	528	1761	984	885	622
ENSG00000197106	2	1	0	0	0	0	4	1	1	1	1	0	0	0	0
ENSG00000259946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236137	2	2	2	0	0	1	6	3	4	2	5	0	0	0	0
ENSG00000203859	1	7	12	3	3	6	0	2	2	6	2	8	0	7	1
ENSG00000228086	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000213421	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234020	0	0	1	0	0	0	6	8	1	0	1	0	0	0	0
ENSG00000236804	0	0	0	1	0	0	0	3	3	1	0	0	0	6	0
ENSG00000231072	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0
ENSG00000273406	0	0	0	0	0	0	7	13	8	0	0	1	0	3	0
ENSG00000185946	58	172	92	35	93	108	308	113	76	99	101	282	60	190	63
ENSG00000162627	175	428	337	142	171	109	362	181	151	187	130	198	213	118	88
ENSG00000226715	0	0	0	0	0	0	1	4	4	0	1	0	3	0	2
ENSG00000162695	407	614	481	237	314	147	488	239	318	225	144	402	170	341	140
ENSG00000265808	1962	1603	1465	918	923	513	987	490	469	573	561	1259	355	733	357
ENSG00000225923	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000134247	217	455	228	197	290	214	562	140	514	269	275	429	195	169	123
ENSG00000187481	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000162664	348	476	340	141	265	199	409	259	233	293	204	396	269	501	144
ENSG00000236866	1	0	0	0	0	0	1	3	2	0	0	0	0	0	2
ENSG00000134253	4	24	7	6	20	31	61	19	73	42	21	24	0	12	8
ENSG00000223416	1	5	0	1	0	1	2	5	9	1	0	6	0	1	2
ENSG00000179571	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
ENSG00000227850	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000235777	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2
ENSG00000285532	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000226755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232650	8	21	29	6	9	8	1	17	3	9	4	23	4	18	11
ENSG00000183508	331	74	277	121	270	83	65	318	179	173	85	390	155	398	191
ENSG00000277095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274927	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
ENSG00000264145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238256	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000198765	0	0	1	0	0	2	5	8	2	0	0	0	0	0	0
ENSG00000277702	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000143398	183	492	298	119	177	143	222	224	208	167	196	340	110	329	124
ENSG00000196505	189	145	170	127	122	65	171	96	77	118	81	176	80	111	41
ENSG00000223489	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000230546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213262	3	1	1	0	0	0	2	0	0	0	0	0	0	0	1
ENSG00000287015	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0
ENSG00000235526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228347	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000236012	0	0	0	0	1	0	4	0	0	1	5	1	1	0	1
ENSG00000270911	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ENSG00000134200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000065183	697	700	505	220	196	156	367	237	177	202	242	423	230	179	141
ENSG00000227082	4	1	12	4	16	5	7	14	1	5	4	21	11	18	2
ENSG00000226126	3	0	0	1	3	0	2	3	0	5	0	0	0	0	3
ENSG00000163156	139	188	190	69	119	41	169	101	351	186	109	131	83	105	112
ENSG00000228453	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000274642	2	4	0	0	0	1	0	2	1	0	1	0	1	1	0
ENSG00000261168	4	1	1	0	1	0	0	3	6	5	4	0	0	13	1
ENSG00000287980	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0
ENSG00000229283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226172	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000079335	18	44	30	14	27	26	31	54	35	42	32	76	12	22	13
ENSG00000143119	626	406	628	774	156	157	520	288	546	354	286	392	126	193	266
ENSG00000233432	0	2	1	1	6	1	5	9	4	1	4	7	13	1	3
ENSG00000229911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171943	76	129	67	57	63	40	96	95	110	84	40	121	38	147	40
ENSG00000270719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155761	1	4	1	0	2	2	5	12	10	6	1	1	0	2	1
ENSG00000230806	0	0	1	0	1	0	2	5	0	0	0	0	0	1	3
ENSG00000116830	54	186	54	22	27	37	92	85	50	40	42	66	53	39	44
ENSG00000234422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227056	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227091	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000081026	207	253	134	131	94	112	190	126	91	122	95	398	77	137	114
ENSG00000224965	3	2	6	0	0	0	2	5	0	1	1	0	0	0	0
ENSG00000143458	86	100	119	32	93	71	108	114	221	136	82	118	44	185	51
ENSG00000230932	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000073754	1654	180	971	293	1175	378	88	892	152	184	465	1868	708	139	689
ENSG00000228826	30	7	16	15	22	19	11	39	42	28	15	68	8	16	31
ENSG00000233907	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ENSG00000225036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228420	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230921	33	5	22	7	8	0	0	10	11	1	9	7	13	2	1
ENSG00000286151	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000234388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271736	8	1	6	2	7	3	0	6	5	0	1	2	18	6	1
ENSG00000233717	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0
ENSG00000163155	75	70	181	53	66	40	98	94	82	62	82	90	112	53	55
ENSG00000241975	2	15	5	0	0	3	0	3	0	3	0	5	0	1	1
ENSG00000270976	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228217	14	41	13	2	9	9	20	11	5	9	15	27	2	4	4
ENSG00000270342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231100	16	38	25	5	5	12	2	2	2	0	4	48	33	5	3
ENSG00000116824	44	34	11	8	28	39	25	78	148	155	45	66	0	72	19
ENSG00000235887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237460	0	0	3	0	0	0	1	2	0	0	0	0	0	1	2
ENSG00000235756	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000173810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235005	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000271890	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
ENSG00000227425	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000239216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283360	1	0	0	0	0	1	0	1	3	2	0	3	0	3	0
ENSG00000117262	76	122	131	27	19	40	64	62	128	72	33	140	17	59	65
ENSG00000227907	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000227970	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0
ENSG00000261055	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231613	0	0	0	0	0	0	0	0	1	0	1	0	5	0	0
ENSG00000137947	326	449	530	204	204	121	280	245	285	308	192	289	112	231	160
ENSG00000236689	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000230946	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000226028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229021	0	0	1	0	0	0	0	2	3	0	0	0	2	0	0
ENSG00000203825	0	0	3	0	0	0	9	0	0	1	1	1	0	1	0
ENSG00000184371	232	434	207	107	157	149	382	240	207	182	146	354	144	104	122
ENSG00000233449	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232499	29	34	6	8	29	8	40	30	16	16	14	19	12	7	15
ENSG00000232265	3	1	2	2	2	0	18	39	7	8	2	10	2	1	4
ENSG00000163154	62	39	72	63	41	24	70	20	88	44	33	58	14	43	33
ENSG00000232995	3	8	13	7	2	1	3	7	13	12	2	11	2	3	7
ENSG00000238087	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000227777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177173	4	2	1	4	6	1	1	6	1	2	6	8	0	3	1
ENSG00000238022	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231671	0	0	0	1	0	0	1	2	2	0	0	0	0	0	1
ENSG00000143158	3003	2851	4173	1635	1606	672	1029	1440	1387	1422	948	2545	1585	1022	1278
ENSG00000271092	10	6	11	3	6	5	7	3	2	16	4	15	9	19	7
ENSG00000276118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232148	0	0	0	0	1	0	4	9	0	1	0	0	0	0	0
ENSG00000278811	3	17	5	1	1	3	9	14	4	0	5	6	4	16	2
ENSG00000000460	72	106	38	39	27	23	43	44	23	27	14	64	6	17	12
ENSG00000275075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000135862	746	1340	453	468	437	520	1158	525	890	833	718	849	231	378	320
ENSG00000232952	1	2	5	2	0	0	4	3	2	1	1	2	2	0	2
ENSG00000285922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275801	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143198	937	1547	1680	1018	1140	523	1291	1204	1366	1204	1400	1478	901	808	1027
ENSG00000232212	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000143621	1178	1993	1638	514	687	387	1121	609	1047	790	764	784	644	531	424
ENSG00000260322	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
ENSG00000223495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143156	111	73	115	54	58	43	78	80	75	78	64	103	39	43	52
ENSG00000198771	333	148	165	221	79	87	168	116	231	183	120	231	78	179	100
ENSG00000225462	0	5	1	1	0	0	1	5	5	6	2	3	0	0	1
ENSG00000237756	0	0	0	0	1	0	1	0	2	1	0	3	4	4	0
ENSG00000213064	434	763	554	190	401	183	442	340	555	469	240	442	397	678	212
ENSG00000143179	129	325	159	44	95	53	156	80	100	105	37	132	92	88	22
ENSG00000271187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274562	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000231175	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000143185	5	5	7	5	3	9	2	30	30	8	14	15	14	8	7
ENSG00000272931	1	12	6	0	3	1	0	0	3	0	0	2	1	2	1
ENSG00000143190	123	183	113	90	90	78	108	94	255	167	59	164	79	216	82
ENSG00000225475	2	0	4	1	0	0	5	2	1	3	0	1	3	1	4
ENSG00000232223	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000235303	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0
ENSG00000234810	2	4	4	0	11	2	2	7	7	2	0	7	2	2	2
ENSG00000224468	3	4	2	1	0	0	1	4	2	1	0	5	0	4	1
ENSG00000232551	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000092607	633	264	524	139	734	146	239	203	287	469	413	336	77	461	287
ENSG00000238270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285894	0	31	0	0	1	0	6	2	0	0	0	0	0	0	0
ENSG00000236025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230704	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286754	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000117091	62	46	50	101	41	31	36	59	133	109	91	72	4	48	52
ENSG00000143171	8	3	11	5	1	0	4	6	2	11	1	8	0	3	1
ENSG00000275767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000047410	717	1323	641	473	483	536	1117	548	803	838	712	1162	233	806	447
ENSG00000231992	11	3	1	2	1	5	6	0	4	0	2	15	0	9	2
ENSG00000171806	62	79	63	24	40	44	68	50	45	61	22	79	34	30	33
ENSG00000287919	2	3	8	2	1	0	6	13	0	0	0	2	4	5	0
ENSG00000233882	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ENSG00000134216	10	1	2	0	0	0	1	11	0	0	0	0	0	0	0
ENSG00000230748	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000254154	4	41	3	6	19	12	23	6	10	17	24	54	7	59	14
ENSG00000162694	109	159	180	82	109	69	155	153	148	137	97	213	87	128	49
ENSG00000238108	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000118197	196	223	199	99	89	65	192	90	134	117	96	209	36	156	85
ENSG00000135842	115	245	142	636	55	100	132	173	148	257	101	109	32	107	67
ENSG00000229258	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0
ENSG00000287472	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000241318	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1
ENSG00000228238	0	0	0	1	0	1	4	0	0	0	0	0	0	3	0
ENSG00000232393	0	1	0	0	0	1	1	0	8	0	0	2	0	0	0
ENSG00000184155	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
ENSG00000058085	2	92	24	11	54	75	540	115	603	77	75	21	3	6	36
ENSG00000260088	0	0	2	0	4	0	0	1	3	4	1	0	0	1	2
ENSG00000116815	73	135	93	47	51	29	178	47	106	87	36	101	19	42	25
ENSG00000232917	2	4	16	1	4	0	5	4	7	2	5	5	10	3	0
ENSG00000233057	3	5	4	4	7	5	19	17	7	2	8	9	0	8	2
ENSG00000143167	5	8	6	0	0	1	4	0	2	0	2	1	0	0	2
ENSG00000143184	2	2	2	1	6	5	1	11	23	12	8	20	3	15	9
ENSG00000224691	0	0	0	0	0	0	7	0	1	1	0	1	0	0	0
ENSG00000235101	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000228215	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
ENSG00000233626	0	0	0	0	0	0	1	0	2	4	0	1	0	3	0
ENSG00000143228	2	179	5	1	2	7	16	18	23	4	4	5	5	3	1
ENSG00000235827	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000231714	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000143178	2	7	11	5	8	10	15	10	40	26	10	18	7	10	6
ENSG00000116833	728	478	557	398	411	218	341	237	369	289	251	921	230	643	266
ENSG00000227740	0	1	0	1	0	0	3	0	1	1	0	3	0	5	0
ENSG00000000457	141	222	132	66	114	90	279	192	181	156	134	308	153	127	84
ENSG00000285638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230987	0	0	6	0	0	2	1	6	0	1	0	0	1	0	2
ENSG00000232527	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0
ENSG00000215833	0	0	0	0	0	5	0	1	1	1	3	1	0	1	0
ENSG00000228167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223344	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
ENSG00000150732	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ENSG00000157064	1	2	5	5	5	3	5	8	17	15	7	5	0	3	1
ENSG00000288139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215808	1	13	0	0	2	0	5	1	1	1	2	3	4	0	0
ENSG00000059588	164	372	211	60	139	159	430	226	239	155	163	259	64	119	72
ENSG00000237379	0	1	0	0	0	0	4	5	0	0	0	0	0	0	0
ENSG00000122224	18	7	6	4	8	12	8	33	51	37	18	43	3	30	25
ENSG00000162782	0	0	0	0	0	2	4	4	0	0	0	1	4	0	0
ENSG00000238051	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000233196	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000229220	0	0	0	2	1	0	2	0	0	1	0	0	0	11	1
ENSG00000143653	3495	2984	4479	2020	2156	1268	2359	1823	2554	2406	2117	3628	1604	1052	1893
ENSG00000227747	0	1	1	0	0	0	6	0	0	1	0	0	0	0	0
ENSG00000228081	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228020	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234975	254	146	313	113	87	52	323	59	222	132	87	180	60	201	117
ENSG00000162851	589	469	652	169	319	168	411	368	153	176	240	474	366	127	192
ENSG00000271427	0	3	3	0	1	2	1	0	0	1	0	1	0	4	0
ENSG00000143353	290	373	486	161	211	134	335	232	361	242	116	295	98	198	145
ENSG00000197965	342	720	296	405	213	190	449	210	658	450	244	370	139	155	175
ENSG00000143493	262	390	211	146	134	96	206	149	148	153	135	248	100	122	78
ENSG00000230777	26	42	25	9	13	5	14	10	25	16	22	18	6	13	14
ENSG00000179397	11	15	23	1	17	15	25	19	22	23	9	23	8	25	6
ENSG00000224540	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000186197	5	6	5	1	4	2	20	19	7	7	8	5	3	1	4
ENSG00000229067	2	0	3	0	0	0	3	0	5	0	2	0	0	0	0
ENSG00000227711	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000261182	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
ENSG00000228879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162670	0	0	1	0	0	0	5	5	2	0	0	0	0	2	0
ENSG00000225712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162761	1	0	0	1	0	0	0	2	0	1	0	0	2	5	5
ENSG00000143199	85	118	104	20	55	19	26	58	41	63	33	182	14	48	48
ENSG00000007908	70	22	104	60	11	46	95	2460	44	48	34	38	10	9	37
ENSG00000092978	76	126	123	49	66	58	158	100	120	86	50	106	47	88	47
